"","age","sex","race","country","education","relationship","internet_freq","internet_freq_everyday","gender_male","education_tertiary","relationship_yes","country_ke","country_za","country_ng","completition_minute","total_attention","att_check01","att_check02","att_check03","attention_score","multiple_attempts","order_attempt","sex_educ_exp","attention","PE01","PE02","PE03","FC02","EE01","EE02","SI01","SI02","SI03","SI04","AT01","AT02","AT03","BIU01","BIU02","BII01","BII02","BII03","sexEd_pref","sexEd_acc"
"775",21,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,8.9,1,0,0,1,"1","1","1","Yes",0,7,7,7,7,6,7,1,1,1,1,1,1,1,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"776",23,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,28.4,2,1,0,1,"2","1","1","No",1,6,7,5,5,4,4,2,4,2,1,5,4,5,4,5,5,4,5,"Mass Media (TV, Radio)","Acceptable"
"777",21,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,8,0,0,0,0,"0","1","1","Yes",0,7,7,7,6,1,1,5,3,3,3,5,2,4,5,6,6,6,6,"Social media (Facebook)","Acceptable"
"778",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,15.5,3,1,1,1,"3","1","1","Yes",1,7,7,7,4,4,4,3,3,5,5,6,3,3,6,5,7,7,7,"Social media (Facebook)","Acceptable"
"779",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,21.4,1,0,0,1,"1","1","1","Yes",0,5,5,6,5,6,6,5,5,5,5,5,3,5,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"780",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,22,3,1,1,1,"3","1","1","No",1,7,7,7,7,6,6,3,6,3,5,6,6,5,7,7,7,7,7,"A public dedicated website","Perfectly Acceptable"
"781",19,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,13.4,3,1,1,1,"3","1","1","No",1,7,7,7,5,6,6,7,7,7,6,5,6,5,5,6,5,5,4,"Social media (Twitter)","Acceptable"
"782",21,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Occasionally/Rarely",0,0,0,0,0,1,0,15.8,3,1,1,1,"3","1","1","Yes",1,5,7,5,3,4,5,1,2,4,6,5,4,5,5,5,5,5,4,"Mass Media (TV, Radio)","Acceptable"
"783",23,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,15.7,0,0,0,0,"0","1","1","Yes",0,6,6,7,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,"Social media (Whatsapp)","Slightly Unacceptable"
"784",21,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,11.9,3,1,1,1,"3","1","1","No",1,7,7,7,5,6,6,5,5,5,5,5,5,4,5,5,5,5,5,"A public dedicated website","Perfectly Acceptable"
"785",22,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,14.6,0,0,0,0,"0","1","1","No",0,7,7,7,5,5,4,4,4,5,5,5,5,5,6,5,5,6,7,"Mass Media (TV, Radio)","Perfectly Acceptable"
"786",20,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,22.4,2,1,0,1,"2","1","1","No",1,7,6,7,5,7,6,1,1,4,4,4,4,4,5,5,5,5,5,"A public dedicated website","Perfectly Acceptable"
"787",21,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,13,3,1,1,1,"3","1","1","No",1,5,5,5,5,6,6,6,6,5,4,5,5,5,5,4,6,4,6,"Social media (Facebook)","Acceptable"
"788",18,"Male","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,0,1,0,17.6,0,0,0,0,"0","1","1","Yes",0,3,3,5,5,3,4,5,7,4,4,5,6,3,5,4,5,6,5,"A public dedicated website","Slightly acceptable"
"789",21,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,20.1,1,1,0,0,"1","1","1","Yes",0,7,7,7,7,6,7,7,7,5,7,5,5,4,7,5,7,7,7,"Social media (Whatsapp)","Perfectly Acceptable"
"790",20,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,0,1,0,12.7,0,0,0,0,"0","1","1","Yes",0,7,7,7,4,3,4,4,4,3,5,5,5,3,5,5,5,5,5,"A public dedicated website","Neutral"
"791",20,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,10.7,1,1,0,0,"1","1","1","Yes",0,6,6,6,6,5,5,3,3,3,3,5,5,2,5,5,5,5,5,"Social media (Whatsapp)","Slightly acceptable"
"792",21,"Male","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,1,1,1,0,1,0,22.6,2,0,1,1,"2","1","1","No",1,5,5,6,5,5,5,2,3,1,2,5,4,3,5,5,5,5,4,"Mass Media (TV, Radio)","Perfectly Acceptable"
"793",22,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,13.2,3,1,1,1,"3","1","1","Yes",1,7,7,7,5,6,6,3,3,3,3,5,6,5,5,5,6,7,7,"Social media (Facebook)","Perfectly Acceptable"
"794",22,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,14.4,1,0,1,0,"1","1","1","No",0,6,6,6,5,5,4,4,4,2,3,6,6,4,5,5,5,4,5,"Social media (Whatsapp)","Perfectly Acceptable"
"795",24,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,18.6,3,1,1,1,"3","1","1","No",1,7,7,7,5,7,7,7,7,7,7,7,7,7,5,5,7,5,5,"Mass Media (TV, Radio)","Perfectly Acceptable"
"796",18,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,8.5,3,1,1,1,"3","1","1","Yes",1,7,7,7,3,7,7,1,4,5,7,7,1,4,7,7,4,5,4,"Mass Media (TV, Radio)","Perfectly Acceptable"
"797",19,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,11.3,1,0,0,1,"1","1","1","No",0,6,6,6,4,6,4,5,5,5,6,7,4,4,5,5,5,5,4,"Social media (Instagram)","Acceptable"
"798",21,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,10.2,1,0,0,1,"1","1","1","Yes",0,5,5,6,5,5,5,3,4,2,3,5,5,5,5,6,6,6,6,"A public dedicated website","Acceptable"
"799",21,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,11.1,1,0,0,1,"1","1","1","No",0,6,5,6,4,5,4,3,4,4,4,4,5,4,4,4,4,4,4,"Social media (Whatsapp)","Perfectly Acceptable"
"800",23,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,15.2,3,1,1,1,"3","1","1","No",1,6,7,5,6,4,6,5,5,7,4,6,5,5,7,5,5,7,6,"Social media (Instagram)","Acceptable"
"801",23,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,1,0,24.6,2,0,1,1,"2","1","1","No",1,7,7,7,6,4,4,5,5,5,6,5,5,5,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"802",21,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,13.2,1,0,0,1,"1","1","1","Yes",0,5,5,4,4,4,4,3,5,3,3,5,3,5,4,5,5,5,5,"Mass Media (TV, Radio)","Perfectly Acceptable"
"803",24,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,16.9,1,0,0,1,"1","1","1","Yes",0,7,7,7,5,7,7,4,4,4,4,7,6,4,5,7,7,7,6,"Mass Media (TV, Radio)","Perfectly Acceptable"
"804",22,"Female","Others","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,16.3,0,0,0,0,"0","1","1","No",0,6,6,7,5,5,5,7,7,4,4,5,5,6,6,6,7,7,7,"A public dedicated website","Perfectly Acceptable"
"805",20,"Female","Black/African","South Africa","Tertiary/Higher","Married/Living with Partner","Everyday",1,0,1,1,0,1,0,9.2,0,0,0,0,"0","1","1","No",0,6,5,5,5,6,3,6,5,3,4,2,3,2,6,5,6,2,5,"Social media (Facebook)","Acceptable"
"806",24,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,19.8,3,1,1,1,"3","1","1","No",1,7,7,7,5,7,6,5,5,5,5,5,4,4,5,5,5,5,5,"A public dedicated website","Acceptable"
"807",20,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,10.8,3,1,1,1,"3","1","1","No",1,5,5,4,3,3,3,5,5,5,5,5,5,3,4,4,5,3,4,NA,"Acceptable"
"808",20,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,15.6,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,3,3,3,5,5,5,5,6,5,5,5,5,5,5,"Mass Media (TV, Radio)","Slightly acceptable"
"809",21,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,14.1,1,0,0,1,"1","1","1","Yes",0,7,6,6,4,5,6,3,3,3,3,4,6,5,5,3,4,3,4,"Social media (Facebook)","Acceptable"
"810",22,"Male","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,1,0,6.3,0,0,0,0,"0","1","1","Yes",0,5,4,5,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,"Mass Media (TV, Radio)","Neutral"
"811",22,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Occasionally/Rarely",0,0,0,1,0,1,0,12.9,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,5,5,4,4,4,4,5,3,3,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"812",22,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,13.3,1,0,0,1,"1","1","1","No",0,7,7,7,6,7,4,7,7,7,7,7,5,6,6,6,6,6,6,"Social media (Facebook)","Perfectly Acceptable"
"813",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,0,1,1,0,1,0,15.9,3,1,1,1,"3","1","1","Yes",1,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,"A public dedicated website","Acceptable"
"814",21,"Male","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,0,1,0,6.5,0,0,0,0,"0","1","1","Yes",0,7,6,6,7,5,6,2,2,2,1,1,2,3,7,5,5,5,6,"A public dedicated website","Acceptable"
"815",19,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,0,1,0,7.3,0,0,0,0,"0","1","1","No",0,5,4,4,6,5,4,4,6,3,3,3,4,1,6,6,7,4,6,"Social media (Facebook)","Perfectly Acceptable"
"816",19,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,14.8,3,1,1,1,"3","1","1","Yes",1,6,6,6,7,6,6,5,6,3,6,4,4,2,5,5,6,6,5,"Mass Media (TV, Radio)","Perfectly Acceptable"
"817",20,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,11.3,2,1,0,1,"2","1","1","Yes",1,5,5,4,3,7,6,4,1,6,4,5,3,5,4,2,4,6,4,"Mass Media (TV, Radio)","Slightly acceptable"
"818",20,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,10.9,3,1,1,1,"3","1","1","Yes",1,7,5,6,4,5,3,3,5,5,6,5,6,4,6,6,6,5,5,"Social media (Twitter)","Perfectly Acceptable"
"819",21,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,18.4,0,0,0,0,"0","1","1","Yes",0,7,7,5,6,6,3,5,5,3,3,6,3,4,7,7,7,7,6,"Social media (Facebook)","Acceptable"
"820",22,"Male","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,1,1,1,0,1,0,36.7,1,0,0,1,"1","1","1",NA,0,7,6,7,5,5,5,5,3,5,3,5,4,5,4,7,7,7,7,"Mass Media (TV, Radio)","Unacceptable"
"821",19,"Female","Black/African","South Africa","Tertiary/Higher","Married/Living with Partner","Everyday",1,0,1,1,0,1,0,12,3,1,1,1,"3","1","1","No",1,7,7,7,4,4,4,3,3,3,4,5,5,4,4,4,4,4,4,"Social media (Whatsapp)","Acceptable"
"822",24,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,18.2,3,1,1,1,"3","1","1","No",1,7,7,6,6,6,6,6,6,7,7,4,5,5,6,7,7,6,6,"Mass Media (TV, Radio)","Perfectly Acceptable"
"823",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,10.1,0,0,0,0,"0","1","1","No",0,7,6,6,4,5,2,2,2,4,6,4,5,6,3,3,5,5,5,"Mass Media (TV, Radio)","Totally Unacceptable"
"824",18,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,1,0,11.2,2,0,1,1,"2","1","1","Yes",1,5,5,5,5,4,3,1,2,2,1,5,4,3,4,4,5,5,5,"Mass Media (TV, Radio)","Perfectly Acceptable"
"825",20,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,0,1,0,11.3,2,0,1,1,"2","1","1","No",1,5,5,4,3,4,4,3,3,3,3,5,5,4,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"826",19,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,13.4,3,1,1,1,"3","1","1","No",1,7,7,7,5,7,5,7,7,7,7,5,1,4,5,5,5,4,5,"Social media (Facebook)","Perfectly Acceptable"
"827",21,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,0,1,0,11,1,1,0,0,"1","1","1","Yes",0,7,7,7,6,7,5,5,6,2,2,5,6,5,7,7,6,7,6,"A public dedicated website","Acceptable"
"828",22,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,12.2,3,1,1,1,"3","1","1","No",1,7,7,7,5,7,6,3,4,3,3,6,5,5,4,4,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"829",18,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,15.6,3,1,1,1,"3","1","1","No",1,6,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"830",24,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,15.2,1,0,0,1,"1","1","1","Yes",0,5,5,5,4,5,3,4,4,4,4,5,5,5,5,5,5,5,5,"Social media (Facebook)","Slightly acceptable"
"831",19,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Occasionally/Rarely",0,0,0,1,0,1,0,15.2,2,0,1,1,"2","1","1","No",1,6,7,7,6,7,7,4,5,4,4,6,7,7,7,7,7,6,3,"Social media (Facebook)","Acceptable"
"832",20,"Male","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,1,0,19.7,3,1,1,1,"3","1","1","No",1,6,7,5,4,7,6,5,6,4,7,6,1,4,5,4,6,3,6,"Social media (Facebook)","Slightly acceptable"
"833",24,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,12,0,0,0,0,"0","1","1","No",0,4,4,4,4,5,4,3,3,4,4,4,4,3,4,5,5,5,4,"Mass Media (TV, Radio)",NA
"834",22,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,13.5,3,1,1,1,"3","1","1","Yes",1,6,5,6,6,3,2,5,5,3,4,3,6,3,2,4,2,4,5,"A public dedicated website","Neutral"
"835",21,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,13.5,1,0,0,1,"1","1","1","No",0,7,7,7,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,"Social media (Whatsapp)","Perfectly Acceptable"
"836",21,"Male","Others","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,4.2,1,0,0,1,"1","1","1","Yes",0,5,4,4,5,5,3,5,4,3,4,5,5,4,4,5,4,3,3,"Mass Media (TV, Radio)","Slightly Unacceptable"
"837",19,"Male","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,1,0,11.1,2,0,1,1,"2","1","1","No",1,4,4,4,5,5,5,1,5,3,4,5,4,5,4,5,4,4,4,"Social media (Facebook)","Neutral"
"838",18,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,10.2,3,1,1,1,"3","1","1","No",1,5,5,5,4,4,5,1,4,1,1,5,5,3,5,5,5,7,7,"Mass Media (TV, Radio)","Acceptable"
"839",18,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Sometimes",0,0,0,1,0,1,0,26.6,0,0,0,0,"0","1","1","No",0,7,7,6,6,5,5,3,5,3,5,5,5,5,6,6,4,4,4,"Social media (Facebook)","Perfectly Acceptable"
"840",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,17.8,3,1,1,1,"3","1","1","No",1,6,6,6,5,6,6,4,4,4,5,6,6,6,6,7,5,7,7,"Social media (Whatsapp)","Acceptable"
"841",22,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,12.4,3,1,1,1,"3","1","1","Yes",1,7,7,7,4,5,4,4,6,4,5,4,6,4,6,7,7,6,4,"Social media (Facebook)","Acceptable"
"842",18,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Occasionally/Rarely",0,0,1,0,0,0,1,11.8,1,0,0,1,"1","1","1","Yes",0,5,5,5,6,5,5,5,5,4,5,4,5,3,5,5,5,5,5,"Mass Media (TV, Radio)","Acceptable"
"843",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,0,0,1,13.1,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,5,5,3,3,3,5,5,5,4,6,6,6,6,6,"Social media (Facebook)","Acceptable"
"844",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,8.8,2,1,0,1,"2","1","1","Yes",1,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,6,6,5,"Social media (Facebook)","Acceptable"
"845",18,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,10.7,3,1,1,1,"3","1","1","Yes",1,5,5,5,5,5,5,3,3,4,5,5,2,4,5,5,4,4,4,"A public dedicated website","Slightly Unacceptable"
"846",19,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,11.4,3,1,1,1,"3","1","1","Yes",1,7,6,6,4,5,4,3,3,3,3,5,5,5,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"847",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,17.7,1,0,0,1,"1","1","1","Yes",0,7,7,7,5,7,7,3,5,5,6,5,4,5,6,5,5,5,5,"Mass Media (TV, Radio)","Acceptable"
"848",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,15.2,3,1,1,1,"3","1","1","No",1,5,5,4,4,5,5,4,4,4,4,4,3,4,4,4,5,4,4,"Mass Media (TV, Radio)","Neutral"
"849",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,16,3,1,1,1,"3","1","1","No",1,5,4,7,5,6,5,4,6,4,6,4,3,2,5,5,4,4,5,"A public dedicated website","Neutral"
"850",24,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,13.1,2,0,1,1,"2","1","1","No",1,7,5,6,4,4,4,1,1,1,3,5,5,4,3,4,4,4,3,"A public dedicated website","Slightly acceptable"
"851",23,"Male","Others","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,1,0,10.5,1,0,0,1,"1","1","1","No",0,5,5,6,5,6,4,2,5,5,3,5,3,3,5,5,5,5,5,"A public dedicated website","Acceptable"
"852",18,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,10.3,3,1,1,1,"3","1","1","No",1,7,7,6,7,7,7,2,4,1,4,7,7,4,4,6,6,5,6,"Social media (Facebook)","Perfectly Acceptable"
"853",24,"Male","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,1,1,1,0,1,0,12.7,3,1,1,1,"3","1","1","No",1,6,5,5,3,4,3,4,3,1,4,5,3,3,4,4,4,5,5,"Social media (Whatsapp)","Acceptable"
"854",22,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,8.6,1,1,0,0,"1","1","1","No",0,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Social media (Facebook)","Acceptable"
"855",23,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,11.1,0,0,0,0,"0","1","1","No",0,7,7,7,7,7,7,7,7,4,7,5,5,6,4,4,4,4,4,"A public dedicated website","Perfectly Acceptable"
"856",18,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,11.1,3,1,1,1,"3","1","1","No",1,7,5,5,4,4,4,2,5,5,5,5,3,4,4,4,7,5,5,"Mass Media (TV, Radio)","Perfectly Acceptable"
"857",22,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,7.8,3,1,1,1,"3","1","1","No",1,7,7,7,7,6,7,4,4,7,7,6,4,6,7,7,7,7,4,"Mass Media (TV, Radio)","Perfectly Acceptable"
"858",23,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,12.6,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,7,7,1,1,1,6,5,6,1,7,7,7,7,7,"A public dedicated website","Perfectly Acceptable"
"859",18,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,1,0,20.7,3,1,1,1,"3","1","1","No",1,7,7,7,7,7,7,1,1,1,1,6,7,7,7,7,7,7,7,"A public dedicated website","Perfectly Acceptable"
"860",19,"Female","Black/African","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,7.1,3,1,1,1,"3","1","1","No",1,6,6,6,3,4,4,2,2,2,2,5,4,5,4,4,5,5,5,"A public dedicated website","Neutral"
"861",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,17.5,3,1,1,1,"3","1","1","No",1,6,6,6,4,5,4,4,3,3,5,5,5,4,5,6,4,3,3,"Social media (Whatsapp)","Acceptable"
"862",20,"Male","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,0,1,0,12.9,3,1,1,1,"3","1","1","No",1,7,5,6,7,6,5,7,7,7,7,7,7,4,7,7,7,5,6,"Social media (Whatsapp)","Slightly Unacceptable"
"863",22,"Male","Others","South Africa","< Tertiary","Married/Living with Partner","Everyday",1,1,0,1,0,1,0,5.4,3,1,1,1,"3","1","1","No",1,7,7,7,5,7,7,7,6,7,7,1,1,1,5,5,5,4,4,"A public dedicated website","Perfectly Acceptable"
"864",20,"Male","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,0,1,0,10,0,0,0,0,"0","2","1","Yes",0,4,4,5,2,3,3,5,5,3,3,5,5,4,3,3,4,5,4,NA,"Neutral"
"865",19,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,13.2,3,1,1,1,"3","2","2","Yes",1,6,6,7,7,7,7,5,5,5,5,7,5,5,7,7,7,7,7,"Mass Media (TV, Radio)","Perfectly Acceptable"
"866",23,"Male","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,1,0,24.1,3,1,1,1,"3","1","1","Yes",1,5,7,7,7,5,5,5,5,5,5,6,4,5,7,7,7,7,7,"Social media (Facebook)","Acceptable"
"867",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,0,1,0,8.4,2,1,0,1,"2","1","1","Yes",1,6,6,7,5,6,6,5,5,5,5,3,3,2,6,6,5,5,6,"Mass Media (TV, Radio)","Perfectly Acceptable"
"868",20,"Male","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Occasionally/Rarely",0,1,0,1,0,1,0,11.8,3,1,1,1,"3","1","1","No",1,5,4,4,3,5,5,4,4,3,4,5,5,3,4,4,4,5,3,"Mass Media (TV, Radio)","Acceptable"
"869",21,"Male","Black/African","South Africa","< Tertiary","Not married: not in relationship","Occasionally/Rarely",0,1,0,0,0,1,0,10.7,3,1,1,1,"3","1","1","No",1,5,5,5,3,4,4,4,4,3,4,5,5,4,5,5,5,4,4,"Mass Media (TV, Radio)","Acceptable"
"870",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,15.3,3,1,1,1,"3","1","1","Yes",1,7,7,6,4,4,4,4,4,4,5,4,3,6,7,6,6,3,4,"Social media (Twitter)","Acceptable"
"871",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,17.7,3,1,1,1,"3","1","1","No",1,5,6,6,4,4,4,5,5,3,5,6,5,5,4,4,5,5,5,"Social media (Facebook)","Acceptable"
"872",24,"Female","Black/African","Kenya","Tertiary/Higher","Married/Living with Partner","Everyday",1,0,1,1,1,0,0,17.7,3,1,1,1,"3","1","1","No",1,6,6,5,3,6,5,1,2,4,6,5,3,3,5,5,4,4,4,"Social media (Facebook)","Acceptable"
"873",21,"Female","Black/African","Kenya","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,1,0,0,11.9,1,0,0,1,"1","1","1","Yes",0,7,5,7,7,7,7,3,3,3,5,5,5,5,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
